 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
834,"Otros Tiempos","Otros Tiempos, Pablo Romero, Miguel  Maikel  de Luna Campos, Árbol, Kapanga",120,9B,46,2026-08-08,03:26,1,"traditional music, argentine rock","","Otros Tiempos",2020-04-02,58,10,0,33,0,0,-11,G,4,6UshFhlDEaFz8JIFBt2jmL,"Music Brokers",ARF412000064,no
835,"Como un Dragón","Los Tipitos, Árbol",80,9A,51,2026-08-08,04:57,20,"argentine rock","","Vintage",2001-11-12,54,9,0,60,0,10,-6,E minor,4,3uAxxOS4TIdFUoH5TEBujZ,"Pop Art",ARF850100025,no
836,"D'abord, c'est quoi l'amour","Céline Dion",74,8A,29,2026-08-08,04:23,27,"variété française","","Incognito",1987-04-02,52,45,0,18,0,0,-15,A minor,4,5NC3urTgCW43ethU3HH47N,"Columbia",CAC228700023,no
837,"If We Could Start Over","Céline Dion",178,8B,68,2026-08-08,04:21,27,"variété française","","Unison",1990-04-02,48,62,0,45,0,0,-10,C,4,0xf8ussQtJG3z3rBzMwm4h,"Columbia",CAC229000010,no
838,"Le monde est stone","Céline Dion",85,7B,23,2026-08-08,03:39,38,"variété française","","Des mots qui sonnent",1991-11-04,31,57,0,23,0,0,-18,F,5,5LHUxdmn4a0kZfrsKT5gNK,"Columbia",CAC229100007,no
839,"Ziggy (Un garçon pas comme les autres)","Céline Dion",130,5B,15,2026-08-08,02:57,48,"variété française","","Des mots qui sonnent",1991-11-04,44,87,0,15,0,10,-19,D#/E♭,4,3Tqd4w5Xf76mwps1gMu7gf,"Columbia",CAC229100002,no
840,"Oxygène","Céline Dion",78,9B,50,2026-08-08,05:59,17,"variété française","","Des mots qui sonnent",1991-11-04,49,71,0,38,0,60,-12,G,4,3PNpDuQ7CmMrGb7mO41oCg,"Columbia",CAC229100005,no
841,"L'amour existe encore","Céline Dion",69,11A,14,2026-08-08,03:50,45,"variété française","","Des mots qui sonnent",1991-11-04,40,91,0,15,0,10,-16,F#/G♭ minor,3,4bdQsmWGWWO7dirhHtwVnx,"Columbia",CAC229100006,no
842,"Show Some Emotion","Céline Dion",80,8B,41,2026-08-08,04:29,29,"variété française","","Celine Dion",1992-03-30,24,5,0,14,0,10,-12,C,4,52dQTfG6L6tt779MKpOpia,"Columbia",CAC229800190,no
843,"If You Asked Me To","Céline Dion",172,9B,44,2026-08-08,03:54,58,"variété française","","Celine Dion",1992-03-30,46,13,0,23,0,0,-11,G,4,6vubJBI43jIr557lvNbzlH,"Columbia",CAC229800191,no
844,"Halfway To Heaven","Céline Dion",96,5A,46,2026-08-08,05:04,39,"variété française","","Celine Dion",1992-03-30,61,1,0,52,0,20,-14,C minor,4,2ooDhn9ZjpaQ9FFIWwZPGJ,"Columbia",CAC229800192,no
845,"I Remember L.A.","Céline Dion",98,1B,11,2026-08-08,04:12,41,"variété française","","The Colour Of My Love",1993-11-09,46,93,3,14,0,30,-15,B,4,2GyORMGSsKvhboAXM7aGmz,"Columbia",CAC220003034,no
846,"The Colour Of My Love","Céline Dion",99,3B,26,2026-08-08,03:27,48,"variété française","","The Colour Of My Love",1993-11-09,28,61,1,4,0,10,-10,C♯/D♭,4,5ezsQ0YwYPZC0ZHVGA9yqB,"Columbia",CAC220003061,no
847,"Le ballet","Céline Dion",126,4B,40,2026-08-08,04:23,15,"variété française","","D'Eux",1995-03-27,55,65,0,38,0,0,-9,G#/A♭,4,2fhQu3b0YqxOKTMt8HQXSA,"Columbia",CAC229500003,no
848,"Je sais pas","Céline Dion",180,9A,41,2026-08-08,04:33,23,"variété française","","D'Eux",1995-03-27,38,66,0,13,0,30,-9,E minor,3,19ncRYEjjcGiRQgvqXOExO,"Columbia",CAC229500005,no
849,"Cherche encore","Céline Dion",136,9A,63,2026-08-08,03:23,13,"variété française","","D'Eux",1995-03-27,60,15,0,51,0,30,-8,E minor,4,4RzX2J6QTy0QEPCFbL0ByH,"Columbia",CAC229500007,no
850,"Seduces Me","Céline Dion",177,6A,37,2026-08-08,03:46,46,"variété française","","Falling into You",1996-03-11,28,67,0,18,0,0,-10,G minor,3,2AOQu67ykWymbJyompxTJ2,"Columbia",CAC229800165,no
851,"(You Make Me Feel Like) A Natural Woman","Céline Dion",105,12A,46,2026-08-08,03:40,51,"variété française","","Falling into You",1996-03-11,60,18,0,15,0,30,-9,C♯/D♭ minor,3,6yfx76QsLGsfkaPoCFliZ5,"Columbia",CAC229600073,no
852,"Dreamin' Of You","Céline Dion",166,11B,48,2026-08-08,05:07,51,"variété française","","Falling into You",1996-03-11,53,25,0,26,0,20,-9,A,4,6Ku1myU5FfKc2zKERF9p9I,"Columbia",CAC229800154,no
853,"I Love You","Céline Dion",177,12A,50,2026-08-08,05:30,70,"variété française","","Falling into You",1996-03-11,44,44,0,26,0,20,-8,C♯/D♭ minor,3,7hyFKrPZo1Zv4D35MpTBdr,"Columbia",CAC229800156,no
854,"I Don't Know","Céline Dion",180,9A,48,2026-08-08,04:38,45,"variété française","","Falling into You",1996-03-11,37,30,0,4,0,0,-8,E minor,3,7IO7mCItjtSPtzlCjQoAkR,"Columbia",CAC229800161,no
855,"Call The Man","Céline Dion",126,6B,37,2026-08-08,06:08,54,"variété française","","Falling into You",1996-03-11,57,63,0,19,0,0,-10,A#/B♭,4,1yUIeh8Ej867Ypws1fgqTp,"Columbia",CAC229800158,no
856,"Tell Him (Duet with Barbra Streisand)","Barbra Streisand, Céline Dion",74,12B,38,2026-08-08,04:51,62,"adult standards, variété française","","Let's Talk About Love",1997-11-14,26,62,0,8,0,10,-9,E,4,6HKChbfE5klrUMHo3NrqzX,"Columbia",CAC229700109,no
857,"When I Need You","Céline Dion",77,3B,37,2026-08-08,04:11,58,"variété française","","Let's Talk About Love",1997-11-14,26,40,0,16,0,10,-10,C♯/D♭,4,3UechF8u88C4qkP6jkctNS,"Columbia",CAC229700127,no
858,"Miles to Go (Before I Sleep)","Céline Dion",139,6B,45,2026-08-08,04:39,45,"variété française","","Let's Talk About Love",1997-11-14,60,23,0,43,0,30,-9,A#/B♭,4,3Qq6BnuQjAx9XWY9G699Zj,"Columbia",CAC229700115,no
859,"Us","Céline Dion",132,7B,36,2026-08-08,05:45,45,"variété française","","Let's Talk About Love",1997-11-14,51,29,0,17,0,0,-9,F,4,478lu5QbS9PdeK0jmEJzOY,"Columbia",CAC229700117,no
860,"Je crois toi","Céline Dion",174,2A,20,2026-08-08,05:05,34,"variété française","","S'il suffisait d'aimer",1998-09-07,23,86,0,16,0,10,-14,D#/E♭ minor,4,3fPG6Odp0Ul5HF6fw6s8ih,"Columbia",CAC229800087,no
861,"En attendant ses pas","Céline Dion",126,4B,54,2026-08-08,04:06,46,"variété française","","S'il suffisait d'aimer",1998-09-07,69,66,0,45,0,0,-9,G#/A♭,4,3i3CncGgqJtEnObyeimtMF,"Columbia",CAC229800098,no
862,"Sur le même bateau","Céline Dion",120,10B,52,2026-08-08,04:25,31,"variété française","","S'il suffisait d'aimer",1998-09-07,48,25,0,21,0,10,-10,D,4,1jxw4qXEMELeacYcwGfoUY,"Columbia",CAC229800097,no
863,"S'il suffisait d'aimer","Céline Dion",177,6B,20,2026-08-08,03:34,61,"variété française","","S'il suffisait d'aimer",1998-09-07,35,92,0,26,0,10,-15,A#/B♭,3,5zvrDC409YAzhLjgMiDTy4,"Columbia",CAC229800092,no
864,"Blue Christmas","Céline Dion",80,3B,29,2026-08-08,03:48,24,"variété française","","These are Special Times",1998-10-30,43,87,0,13,0,0,-13,C♯/D♭,4,29Q7G9NJWi0XN7jj83NbrR,"Columbia",CAC229800210,no
865,"Another Year Has Gone By","Céline Dion",98,12B,40,2026-08-08,03:24,31,"variété française","","These are Special Times",1998-10-30,62,59,0,19,0,10,-6,E,4,014An8mZt6hTR6bsN9fo2u,"Columbia",CAC229800211,no
866,"These Are the Special Times","Céline Dion",120,2B,48,2026-08-08,04:07,34,"variété française","","These are Special Times",1998-10-30,61,34,0,16,0,10,-7,F#/G♭,4,6HGf1xWwfRXPrjsRRygAPX,"Columbia",CAC229800218,no
867,"Les Cloches du Hameau","Céline Dion, The Dion Family",85,3B,43,2026-08-08,03:10,25,"variété française, christmas, villancicos","","These are Special Times",1998-10-30,15,77,0,39,0,30,-9,C♯/D♭,4,0FnDpz9Wo8xawwu5DrzCI4,"Columbia",CAC229800221,no
868,"A New Day Has Come - Radio Remix","Céline Dion",92,2B,69,2026-08-08,04:19,68,"variété française","","A New Day Has Come",2002-03-22,57,8,0,20,0,10,-5,F#/G♭,4,5fkDD7aQLUmMy1EwzNm0ZB,"Columbia",CAC220200030,no
869,"Goodbye's (The Saddest Word)","Céline Dion",138,12B,49,2026-08-08,05:19,55,"variété française","","A New Day Has Come",2002-03-22,53,41,0,19,0,30,-7,E,4,3sC002WnqQ0gJvapIBNC1K,"Columbia",CAC220200020,no
870,"I Surrender","Céline Dion",114,1A,52,2026-08-08,04:47,61,"variété française","","A New Day Has Come",2002-03-22,59,55,0,15,0,0,-6,G#/A♭ minor,4,67VjdDhTa5jzQxHGe6f26r,"Columbia",CAC220200015,no
871,"Super Love","Céline Dion",158,4B,66,2026-08-08,04:16,34,"variété française","","A New Day Has Come",2002-03-22,70,19,0,82,0,0,-7,G#/A♭,4,6NLDZzNnecOwKcJeD9vgCv,"Columbia",CAC220200009,no
872,"Sorry for Love","Céline Dion",126,11A,91,2026-08-08,04:10,38,"variété française","","A New Day Has Come",2002-03-22,61,3,0,47,0,10,-5,F#/G♭ minor,4,21CY2eITFdWkKFrAZOWRNq,"Columbia",CAC220200024,no
873,"Aún existe amor - Spanish version of  L'amour existe encore ","Céline Dion",108,11A,44,2026-08-08,03:52,35,"variété française","","A New Day Has Come",2002-03-22,59,71,0,17,0,20,-8,F#/G♭ minor,4,7l3OLa9QG9ksQXhJzI3E6S,"Columbia",CAC220200029,no
874,"Nature Boy","Céline Dion",83,5A,11,2026-08-08,03:45,36,"variété française","","A New Day Has Come",2002-03-22,28,96,0,14,0,10,-15,C minor,4,5mO1reJX4OjujRereqtsgc,"Columbia",CAC220200018,no
875,"I Drove All Night","Céline Dion",135,1B,91,2026-08-08,04:00,64,"variété française","","One Heart",2003-03-24,57,0,0,64,0,20,-4,B,4,3zN4OLeBAN7LwAr442bB8E,"Columbia",CAC220200288,no
876,"Love Is All We Need","Céline Dion",108,11A,81,2026-08-08,03:49,31,"variété française","","One Heart",2003-03-24,80,2,0,94,0,20,-3,F#/G♭ minor,4,6iisl6uLpaVvpDKQXz05e5,"Columbia",CAC220300013,no
877,"Faith","Céline Dion",102,5B,83,2026-08-08,03:42,35,"variété française","","One Heart",2003-03-24,52,16,0,43,0,0,-2,D#/E♭,4,2ppG6aA3DQVOeAo8vGn8Ra,"Columbia",CAC220200290,no
878,"Stand By Your Side","Céline Dion",156,10B,51,2026-08-08,03:33,37,"variété française","","One Heart",2003-03-24,56,77,0,31,0,10,-5,D,4,1eClKN4OJ6PXzlsY3Oa57a,"Columbia",CAC220200292,no
879,"Reveal","Céline Dion",128,8B,79,2026-08-08,04:10,30,"variété française","","One Heart",2003-03-24,63,43,0,39,0,20,-4,C,4,3kijfjfttd8iX96uYSfCPM,"Columbia",CAC220200291,no
880,"Forget Me Not","Céline Dion",82,4B,62,2026-08-08,04:05,28,"variété française","","One Heart",2003-03-24,71,30,0,41,10,10,-4,G#/A♭,4,3X3wUjBh51hQFgv4eqEhsN,"Columbia",CAC220200012,no
881,"I Know What Love Is","Céline Dion",104,12B,52,2026-08-08,04:28,46,"variété française","","One Heart",2003-03-24,54,37,0,13,0,10,-6,E,4,5Vt01gZzoyjKxh4A5tHXal,"Columbia",CAC220200025,no
882,"Le vol d'un ange","Céline Dion",134,2A,54,2026-08-08,03:39,0,"variété française","","1 fille & 4 types",2003-10-13,60,61,0,37,0,10,-8,D#/E♭ minor,4,2wM9jNn8xnn7b4IGEn25HC,"SBME Strategic Marketing Group",CAC220300078,no
883,"Tu nages","Céline Dion",107,8A,12,2026-08-08,03:10,0,"variété française","","1 fille & 4 types",2003-10-13,45,97,0,22,0,10,-13,A minor,4,6p9umwVzjdgFseBjYnrEC0,"SBME Strategic Marketing Group",CAC220300085,no
884,"Mon homme","Céline Dion",112,10B,31,2026-08-08,03:20,0,"variété française","","1 fille & 4 types",2003-10-13,57,73,0,7,0,10,-10,D,4,3TYa5JMR2zSb8BTJR7RIVZ,"SBME Strategic Marketing Group",CAC220300079,no
885,"Rien n'est vraiment fini","Céline Dion",126,11A,36,2026-08-08,03:49,0,"variété française","","1 fille & 4 types",2003-10-13,56,51,0,14,0,20,-9,F#/G♭ minor,4,2d02WDDIapcmnct0WO4SwX,"SBME Strategic Marketing Group",CAC220300083,no
886,"Ain't Gonna Look The Other Way","Céline Dion",148,7B,84,2026-08-08,04:24,21,"variété française","","A New Day...Live In Las Vegas",2004-06-14,55,4,0,55,0,10,-4,F,4,3WwE2qaxivwkTTaxwySKed,"Columbia",CAC220400039,no
887,"What a Wonderful World","Céline Dion",168,6B,16,2026-08-08,03:46,33,"variété française","","Miracle",2004-10-11,28,87,0,14,0,0,-16,A#/B♭,3,1wwvysbbhBHTRiwtJeiGPI,"Columbia",CAC220400140,no
888,"My Precious One","Céline Dion",78,8A,19,2026-08-08,03:50,33,"variété française","","Miracle",2004-10-11,33,87,0,15,0,10,-14,A minor,4,4VeQq73c2NiNd0HJbhQvMk,"Columbia",CAC220400139,no
889,"A Mother's Prayer","Céline Dion",87,7B,23,2026-08-08,03:41,43,"variété française","","Miracle",2004-10-11,29,93,0,6,0,10,-13,F,4,4rP6OGwnsIRVH8YrGIjgTu,"Columbia",CAC220400142,no
890,"Baby Close Your Eyes","Céline Dion",75,4B,16,2026-08-08,03:23,30,"variété française","","Miracle",2004-10-11,31,87,0,14,0,10,-16,G#/A♭,3,71fg5FlGKbAmlFdd715vUx,"Columbia",CAC220400144,no
891,"Come To me","Céline Dion",113,7B,26,2026-08-08,04:33,31,"variété française","","Miracle",2004-10-11,47,80,0,18,0,10,-13,F,4,6K3GOW50Hmx4pDbGGLYnEV,"Columbia",CAC220400145,no
892,"Je cherche l'ombre","Céline Dion",102,10A,26,2026-08-08,03:12,32,"variété française","","D'elles",2007-00-00,38,82,0,29,0,10,-13,B minor,3,0F4K7dYOwYlESZmTQ051hl,"Columbia",CAC220700012,no
893,"Berceuse","Céline Dion",66,1B,16,2026-08-08,02:39,27,"variété française","","D'elles",2007-00-00,37,87,0,11,0,0,-16,B,4,09oUKvqOnERSexiDOGIuNh,"Columbia",CAC220700021,no
894,"A Song For You","Céline Dion",127,10A,18,2026-08-08,03:26,26,"variété française","","Taking Chances (Deluxe Edition)",2007-11-07,36,96,0,12,0,10,-12,B minor,3,5wjjk3iJWU31kLj3LdO65Q,"Columbia",CAC220700032,no
895,"A World to Believe In","Céline Dion",160,7B,57,2026-08-08,04:08,31,"variété française","","Taking Chances (Deluxe Edition)",2007-11-07,32,54,0,13,0,0,-5,F,3,5APZunJWaC8ydaLe4xMKKw,"Columbia",CAC220700033,no
896,"Skies Of L.A.","Céline Dion",136,2B,22,2026-08-08,04:23,24,"variété française","","Taking Chances (Deluxe Edition)",2007-11-07,47,66,0,14,0,10,-13,F#/G♭,4,04farH0CE20J64AOPm6DRx,"Columbia",CAC220700041,no
897,"Une chance qu'on s'a - duo Jean-Pierre Ferland","Céline Dion, Jean-Pierre Ferland",91,11B,27,2026-08-08,03:30,35,"variété française, chanson québécoise, rock québécois, chanson, pop québécoise, folk québécois","","Sans attendre",2012-11-02,30,80,0,14,0,30,-9,A,3,25fFA10nHGr3rOOyXtrfi3,"Columbia",CAC221200009,no
898,"Celle qui m'a tout appris","Céline Dion",130,6A,66,2026-08-08,03:46,35,"variété française","","Sans attendre",2012-11-02,57,50,0,28,0,10,-5,G minor,4,7pS9dWiEmI3CS6cVTiSlMM,"Columbia",CAC221200006,no
899,"Que toi au monde (en cours)","Céline Dion",78,7A,32,2026-08-08,03:49,30,"variété française","","Sans attendre",2012-11-02,45,83,0,31,0,0,-8,D minor,4,7E97K2DqR1AA0ziQRQkAgQ,"Columbia",CAC221200010,no
900,"Les petits pieds de Léa","Céline Dion",112,7B,23,2026-08-08,03:58,33,"variété française","","Sans attendre",2012-11-02,65,85,0,36,0,10,-10,F,4,3sGWbUMrZ7cCnXW3JjcjhC,"Columbia",CAC221200017,no
1,"Somebody Loves Somebody","Céline Dion",105,8B,85,2026-08-08,03:40,46,"variété française","Pop","Loved Me Back to Life",2013-11-01,64,3,0,39,0,10,-5,C,4,5kQa6wV6iZVghJouvWYsiw,"Columbia",CAC221300023,no
2,"Water and a Flame","Céline Dion",74,4A,71,2026-08-08,03:41,38,"variété française","Pop","Loved Me Back to Life",2013-11-01,56,25,0,38,0,10,-4,F minor,4,74uQ1xjXCNe1bVEGlt3k2u,"Columbia",CAC221300008,no
3,"Didn't Know Love","Céline Dion",152,6A,50,2026-08-08,03:35,28,"variété française","Pop","Loved Me Back to Life",2013-11-01,41,65,0,18,0,10,-6,G minor,4,2fM0Za7nhYrfbJxCIuE9Cq,"Columbia",CAC221300009,no
4,"Thank You","Céline Dion",87,3B,63,2026-08-08,03:58,30,"variété française","Pop","Loved Me Back to Life",2013-11-01,33,55,0,34,0,10,-4,C♯/D♭,4,5cAfPzL9MSzZaSBFVNWy7E,"Columbia",CAC221300024,no
5,"Always Be Your Girl","Céline Dion",132,7B,31,2026-08-08,04:13,37,"variété française","Pop","Loved Me Back to Life",2013-11-01,44,78,0,15,0,10,-8,F,4,0g4D7pcU9tuRuDg8wu2kY5,"Columbia",CAC221300014,no
6,"Lullabye (Goodnight, My Angel)","Céline Dion",141,8B,19,2026-08-08,04:18,30,"variété française","Pop","Loved Me Back to Life",2013-11-01,31,92,0,14,0,10,-13,C,4,4Bx7tCjRQA5tMGLePmwOli,"Columbia",CAC221300013,no
7,"L'étoile","Céline Dion",96,4B,69,2026-08-08,03:14,1,"variété française","Pop","Encore un soir",2016-08-26,56,20,0,39,0,10,-4,G#/A♭,4,4OT334fLHecCAuv9tL6pux,"Columbia",CAC221600018,no
8,"Les yeux au ciel","Céline Dion",98,8B,48,2026-08-08,02:57,1,"variété française","Pop","Encore un soir",2016-08-26,69,47,0,51,0,10,-6,C,3,4P8T5sm2drawtdXu4lgiVy,"Columbia",CAC221600021,no
9,"Si c'était à refaire","Céline Dion",118,8A,34,2026-08-08,03:52,0,"variété française","Pop","Encore un soir",2016-08-26,60,71,0,23,0,10,-9,A minor,4,07EPDQNPPv06WvDeS2z3Nl,"Columbia",CAC221600022,no
10,"Tu sauras","Céline Dion",87,11A,58,2026-08-08,03:25,1,"variété française","Pop","Encore un soir",2016-08-26,59,38,0,56,0,10,-6,F#/G♭ minor,4,2jLLhWDqaufGtRIkrK3CzL,"Columbia",CAC221600024,no
11,"Toutes ces choses","Céline Dion",76,7B,22,2026-08-08,03:24,0,"variété française","Pop","Encore un soir",2016-08-26,53,83,0,10,0,10,-14,F,3,7aV9hfoTHYeovJl31niRnn,"Columbia",CAC221600025,no
12,"À la plus haute branche","Céline Dion",77,10B,8,2026-08-08,04:50,0,"variété française","Pop","Encore un soir",2016-08-26,47,96,0,15,0,0,-16,D,4,67lbFinButThiyoalf8lSu,"Columbia",CAC221600027,no
13,"Ma force","Céline Dion",130,7B,55,2026-08-08,04:13,31,"variété française","Pop","Encore un soir",2016-08-26,63,25,0,30,0,10,-5,F,4,13O3bh0MWPfJTlqF5B6yfP,"Columbia",CAC221600029,no
14,"Courage","Céline Dion",120,8B,31,2026-08-08,04:14,48,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,51,58,0,22,0,0,-8,C,4,2mcO8vOAsblrnXUqjUmlWW,"Columbia",CAC221900068,no
15,"Say Yes","Céline Dion",188,10A,16,2026-08-08,03:32,30,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,31,67,0,14,0,10,-13,B minor,4,2ngyOpuAkiHKwGokCDZK7b,"Columbia",CAC221900072,no
16,"For The Lover That I Lost","Céline Dion",137,12B,30,2026-08-08,02:54,36,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,42,87,0,49,0,10,-10,E,4,5BWl9CnbPAUOi3N5TcgaXe,"Columbia",CAC221900075,no
17,"I Will Be Stronger","Céline Dion",76,9B,38,2026-08-08,03:27,30,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,64,67,0,29,0,10,-7,G,4,1lVy2cnMNUqcg3rC0sljXl,"Columbia",CAC221900077,no
18,"Perfect Goodbye","Céline Dion",132,7A,33,2026-08-08,03:28,35,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,56,85,0,9,0,0,-6,D minor,4,5rQMVyqdiSmkYEAjLABYgl,"Columbia",CAC221900080,yes
19,"Boundaries","Céline Dion",134,10B,35,2026-08-08,03:22,30,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,38,74,0,32,0,0,-7,D,4,6LtaEyFcs7X1PCcB0Jn244,"Columbia",CAC221900083,no
20,"The Hard Way","Céline Dion",75,9A,50,2026-08-08,03:24,33,"variété française","Pop","Courage (Deluxe Edition)",2019-11-15,42,38,0,31,0,10,-6,E minor,4,5QTUjHjCA0BTP0bjVtC2Bu,"Columbia",CAC221900084,no
21,"My Heart Will Go On - Richie Jones Mix","Céline Dion",125,12A,83,2026-08-08,04:15,27,"variété française","Pop","My Heart Will Go On",1996-00-00,63,1,2,14,0,30,-7,C♯/D♭ minor,4,7K1ao7cvLHakbIWzW5HXH2,"Columbia",CAC229800064,no
22,"My Heart Will Go On - Soul Solution Mix","Céline Dion",126,12A,87,2026-08-08,04:17,22,"variété française","Pop","My Heart Will Go On",1996-00-00,62,1,0,22,0,0,-7,C♯/D♭ minor,4,44qMh9iQKFNPa8cTnhDP8w,"Columbia",CAC229800065,no
23,"Je ne vous oublie pas - inédit","Céline Dion",72,8A,44,2026-08-08,03:35,11,"variété française","Pop","Je Ne Vous Oublie Pas",2005-00-00,28,80,0,45,0,10,-7,A minor,4,0q9n9N7yGPpua4HDTZkLBf,"Columbia",CAC220500108,no
24,"Tous les secrets de ton coeur - inédit","Céline Dion",162,7A,66,2026-08-08,02:43,0,"variété française","Pop","Tous les secrets de ton coeur (inédit)",2005-08-12,48,42,0,36,0,20,-5,D minor,3,37TDHGAwMqg4LuPsgYs9Fl,"Sony BMG Music Entertainment",CAC220500109,no
25,"Open Arms","Céline Dion",110,9B,49,2026-08-08,03:08,30,"variété française","Pop","Incredible feat. Ne-Yo",2014-02-14,49,5,0,6,0,30,-6,G,3,2Cb8hU0ZTpDKO0VAlZm4Vd,"Columbia",CAC221300017,no
26,"Ashes - Steve Aoki Deadpool Demix","Céline Dion, Steve Aoki",128,4A,90,2026-08-08,03:30,36,"variété française, electro house, edm","Electronic, Pop","Ashes (Steve Aoki Deadpool Demix)",2018-05-25,65,2,0,24,0,0,-4,F minor,4,6T0GGfS6nW4xs08zX7M1AW,"Columbia",CAC221800021,no
27,"Ashes - Riddler Extended Remix","Céline Dion, Riddler",120,3B,63,2026-08-08,04:40,19,"variété française, aor, arena rock","Pop","Ashes (Riddler Extended Remix)",2018-08-03,68,0,0,42,0,30,-6,C♯/D♭,4,4QxyDcvxG17hpRpzXCg4B7,"Columbia",CAC221800026,no
28,"Flying On My Own - Dave Audé Remix","Céline Dion, Dave Audé",124,11A,89,2026-08-08,04:06,4,"variété française","Pop","Flying On My Own + Dave Audé Remix",2019-06-28,60,0,0,39,0,30,-3,F#/G♭ minor,4,0C9w0WJdckpqR7w0yEWo2i,"Columbia",CAC221900037,no
29,"Set My Heart On Fire (I'm Alive x And The Beat Goes On) - The Jammin Kid Mash-Up","The Jammin Kid, Majestic, Céline Dion",112,6A,88,2026-08-08,02:36,45,"uk dance, variété française","Electronic, Pop","Set My Heart On Fire (I'm Alive x And The Beat Goes On) [The Jammin Kid Mash-Up]",2024-05-31,69,5,0,90,0,10,-4,G minor,4,6IzZb4T41aPWSxHn0zWoHm,"Columbia",GBARL2400692,no
30,"To Love You More - Radio Edit","Céline Dion",120,11B,62,2026-08-08,04:39,23,"variété française","Pop","Heartbroken",2016-01-15,49,20,0,19,0,20,-6,A,4,7nUly0ljEgFc4NaFf7M4Py,"Sony Music CG",CAC229800086,no
31,"If I Ruled the World (with Céline Dion)","Tony Bennett, Céline Dion",74,7B,36,2026-08-08,02:54,10,"vocal jazz, christmas, big band, adult standards, jazz, variété française","Easy Listening, Jazz, Pop","60 Years: The Artistry of Tony Bennett",2013-10-04,33,67,0,15,0,50,-9,F,4,7iMFGv89T8bNXdtDKsLQfJ,"Columbia/Legacy",USSM10604289,no
32,"Set My Heart On Fire (I'm Alive x And The Beat Goes On) (feat. Céline Dion) - Jess Bays Remix","Majestic, The Jammin Kid, Jess Bays, Céline Dion",127,5A,89,2026-08-08,02:36,28,"uk dance, house, variété française","Electronic, Pop","Set My Heart On Fire (I'm Alive x And The Beat Goes On) [Jess Bays Remix]",2024-07-19,69,1,10,76,0,50,-5,C minor,4,2DIFOcAht71AC7nyfVAhG7,"Columbia",GBARL2400970,no
33,"How Does A Moment Last Forever","Céline Dion",111,3B,27,2026-08-08,03:37,18,"variété française","Pop","La Bella y La Bestia (Banda Sonora Original en Español)",2017-03-10,41,88,0,37,0,30,-9,C♯/D♭,4,3n5tI1rVPfgy31OT6rztTC,"Walt Disney Records",USWD11778858,no
34,"I'm Your Angel (with Céline Dion)","R. Kelly, Céline Dion",113,8B,51,2026-08-08,04:49,31,"r&b, variété française","R&B, Pop","The R. In R&B Collection: Volume 1",2003-09-23,64,68,0,26,0,30,-7,C,4,7B0DnBp51HWnT5AmEuejgj,"Jive",USJI19810442,no
35,"DOLLA SIGN SLIME (feat. Megan Thee Stallion)","Lil Nas X, Megan Thee Stallion",134,10A,53,2026-08-08,02:25,54,"lgbtq+ hip hop, houston rap, pop, r&b, rap, trap queen","Hip Hop, Pop, R&B","MONTERO",2021-09-17,92,5,0,59,20,10,-6,B minor,4,7zQirOExB0VR8yWUOqYeio,"Columbia",USSM12105737,yes
36,"Kick It","Lil Nas X",152,11B,48,2026-08-08,02:21,46,"lgbtq+ hip hop","","7",2019-06-21,74,14,0,52,20,10,-10,A,4,3qIV7Rnj3ZxLs2JcLPUbFV,"Columbia",USSM11903950,yes
37,"C7osure (You Like)","Lil Nas X",134,1A,74,2026-08-08,02:28,51,"lgbtq+ hip hop","","7",2019-06-21,85,40,0,56,20,10,-6,G#/A♭ minor,4,4no0eHn4fEB7tN1yZSXMma,"Columbia",USSM11903953,no
38,"Panini - DaBaby Remix","Lil Nas X, DaBaby",154,4A,60,2026-08-08,02:31,60,"lgbtq+ hip hop, hip hop, north carolina hip hop, pop rap, rap, trap","Hip Hop, Pop","Panini",2019-09-13,72,22,0,50,0,10,-6,F minor,4,4SDgTLDYrJ2UrHbkRkg7MD,"Columbia",USSM11906020,no
39,"HOLIDAY","Lil Nas X",152,4A,51,2026-08-08,02:34,69,"lgbtq+ hip hop","","HOLIDAY",2020-11-13,81,12,0,84,10,0,-7,F minor,4,6zFMeegAMYQo0mt8rXtrli,"Columbia",USSM12006375,yes
40,"Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again)","Lil Nas X, YoungBoy Never Broke Again",150,12A,42,2026-08-08,03:00,52,"lgbtq+ hip hop, baton rouge rap, rap","Hip Hop","Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again)",2022-06-24,87,3,0,78,30,10,-7,C♯/D♭ minor,4,3GbQcjKWT7eVpUfzqwUjxv,"Columbia",USSM12206206,yes
